Name,New Code,GCSE_Score,Density,Eng_HH,Lone_Parent,House_Price,Income,Qual_Level4,Out_Work_Fam,Absence,Crime,Bad_Health,Happiness,Green_Space,PTAL,Cars_HH,Deprivation
High Street,E05000599,328.4623932,4580.645161,4554,590,333000.0,41540.0,35.7,17.42857143,1.214705882,157.2112098,4.7,7.574251691,56.6461874,4.367763144,0.580947236,37.47992179
Higham Hill,E05000600,307.0747253,4140.625,4101,859,325000.0,37350.0,24.7,26.2962963,1.131347962,63.3945352,6.0,8.025890176,56.68634896,2.612611721,0.717516447,43.22132102
Hoe Street,E05000601,321.1685185,12727.27273,4483,654,360000.0,41630.0,36.4,17.5,1.143711844,101.7560908,5.6,7.488690476,10.58694351,5.190927947,0.552704449,40.77966255
Larkswood,E05000602,311.8991597,5428.571429,4170,675,335000.0,41980.0,21.6,17.54716981,1.314599483,59.13205313,5.9,7.817307692,31.37095554,2.845489469,1.108739609,31.35135245
Lea Bridge,E05000603,313.4197183,6057.692308,4412,800,283250.0,37560.0,26.6,17.23404255,1.481574318,95.42768274,5.9,7.883536585,40.13621209,3.632291367,0.649097731,40.06169679
Leyton,E05000604,294.5675978,7125.0,4122,955,255000.0,37090.0,28.5,21.25,1.458251058,92.09542581,5.8,7.787234043,27.57174961,3.830592018,0.590551181,41.74255111
Leytonstone,E05000605,316.6333333,9961.538462,4085,488,345000.0,46400.0,40.8,13.7254902,1.004180602,95.50983631,4.1,7.251384275,5.788114427,5.478237733,0.707039337,33.76542728
Markhouse,E05000606,300.9038217,9133.333333,3939,661,324000.0,40300.0,30.9,19.47368421,1.339611054,80.26297767,5.3,8.015469417,30.87701032,4.189428159,0.630345395,40.87393593
Valley,E05000607,318.5206061,5750.0,3979,727,285000.0,40860.0,20.2,20.16949153,1.365715916,122.8234095,5.6,7.717032967,17.57021712,2.424145588,1.081037277,31.80612659
William Morris,E05000608,317.5142857,13350.0,4126,688,351625.0,41860.0,33.6,18.02631579,0.975,54.90799795,5.0,7.376920544,5.33006989,3.478661139,0.620668815,36.98114739
Wood Street,E05000609,330.660274,7472.222222,4504,699,387500.0,41930.0,33.0,19.61538462,1.022282609,81.34005764,5.3,7.765957447,34.44297861,3.664231539,0.706978513,39.42130396
Balham,E05000610,348.1929412,12333.33333,5878,329,595000.0,76280.0,67.6,7.169811321,0.718376068,78.31039393,2.7,7.375606696,11.76894142,4.735192927,0.736323155,15.25931074
Bedford,E05000611,347.6283582,8111.111111,5899,486,496500.0,64470.0,61.1,12.12765957,0.739580908,69.49649111,3.7,7.268269231,44.93143788,4.126436737,0.664645522,21.84872496
Earlsfield,E05000612,325.9819355,11071.42857,6145,507,541000.0,61190.0,53.8,13.87096774,0.99737303,59.89449305,3.5,7.296296296,16.54869674,3.904160046,0.69027342,21.06452386
East Putney,E05000613,316.066055,9437.5,6313,360,534000.0,68740.0,62.9,10.4,1.035246996,42.25905785,3.3,7.91255114,11.01009974,4.117171013,0.728918259,15.44809444
Fairfield,E05000614,339.7882353,9766.666667,6251,457,500000.0,68040.0,62.8,11.62790698,1.062063953,94.40323668,2.9,7.637096774,11.14176729,5.493040577,0.652393696,17.81593467
Furzedown,E05000615,339.7146893,11071.42857,5185,798,410000.0,51860.0,41.0,16.04938272,0.898343778,49.16553902,4.3,7.43293247,19.34842214,3.189730949,0.749874013,25.32028258
Graveney,E05000616,329.4254902,15250.0,5219,768,440000.0,51450.0,44.9,18.48484848,0.990068281,93.90132182,4.5,7.180094131,2.635205794,5.174221069,0.587704918,27.35792431
Latchmere,E05000617,319.2316151,14000.0,5980,1165,398500.0,47200.0,40.7,26.17647059,1.0,76.12479051,5.4,7.14350508,12.66995952,5.922861425,0.442717584,37.15863397
Nightingale,E05000618,317.8264368,12291.66667,5856,422,595000.0,71740.0,63.0,8.545454545,0.731516937,72.46475982,3.5,7.620238095,9.581259187,5.403948608,0.715992354,18.30934979
Northcote,E05000619,341.8808824,8823.529412,5866,359,795000.0,80510.0,68.7,3.823529412,0.814672686,107.6377268,2.4,7.572115385,34.51589544,5.279557728,0.751326153,14.29744577
Queenstown,E05000620,314.689697,5109.375,6677,912,630000.0,53840.0,50.0,24.54545455,1.157578323,76.72747374,3.9,7.219655797,38.53499565,4.388593231,0.491888466,28.19122625
Roehampton,E05000621,297.222549,3659.090909,5018,1040,374950.0,40880.0,27.3,29.05405405,1.410476718,58.43655544,5.6,7.2125,70.63449553,2.816104695,0.623947457,32.88424309
St. Mary's Park,E05000622,313.27,11857.14286,6866,785,530000.0,61760.0,52.1,17.95735129,1.259418932,74.4845668,3.6,8.181818182,26.87758192,3.916892563,0.651517108,22.59118754
Shaftesbury,E05000623,323.8282051,15777.77778,6054,487,700000.0,71090.0,61.7,12.73426237,0.997923323,80.03660425,3.5,7.636792453,2.087921034,5.52140209,0.643346837,20.83589836
Southfields,E05000624,338.0913043,10866.66667,6326,556,515250.0,67330.0,57.6,9.217877095,0.681130742,63.486216,2.8,7.644444444,18.14774265,3.710393954,0.732854062,15.16587837
Thamesfield,E05000625,344.9431034,7842.105263,6195,306,700000.0,79730.0,68.6,4.136504654,0.760167131,98.67363344,2.3,7.928571429,34.5283812,4.527339789,0.798723016,11.87931303
Tooting,E05000626,322.4422764,10156.25,5114,728,440500.0,48630.0,42.5,17.06251706,0.891807089,75.17942584,4.6,7.422564935,33.71631777,5.110871411,0.606965174,27.61223318
Wandsworth Common,E05000627,340.5347826,5464.285714,5337,356,568000.0,72820.0,53.9,7.767646066,0.818007203,53.69385532,3.5,7.554347826,48.19991524,2.708039957,0.961896243,16.81861442
West Hill,E05000628,308.8943262,9676.470588,5797,838,395000.0,55010.0,45.1,17.06800741,0.948642534,38.76298682,4.2,7.911122449,31.90061137,2.806530092,0.768289042,21.1161296
West Putney,E05000629,328.3256757,8194.444444,5648,679,497800.0,59490.0,48.7,16.32522407,1.253733906,51.02450783,4.9,7.375,19.963307,2.704274384,0.804420951,20.45175235
Abbey Road,E05000630,329.0605263,10227.27273,4148,294,750000.0,90170.0,56.6,6.28332064,1.0,51.65760393,4.5,8.244047619,7.221176291,5.356010394,0.695084485,14.172129
Bayswater,E05000631,344.1022222,20600.0,4185,276,850000.0,85610.0,61.3,10.18973999,1.306069364,105.5853099,4.8,8.05,3.751744384,6.512012931,0.425713766,23.41529558
Bryanston and Dorset Square,E05000632,358.4705882,17142.85714,4405,320,975000.0,88470.0,58.0,7.146941109,1.219630485,197.091435,4.1,8.113878141,2.147110454,7.996288883,0.386716225,15.98516666
Churchill,E05000633,343.5030928,16083.33333,3768,643,1100000.0,65830.0,38.4,27.00457,1.390622336,125.2095041,7.5,8.060013876,22.18918737,4.930007196,0.398377549,27.93742881
Church Street,E05000634,318.4377483,29375.0,3436,894,440000.0,44380.0,26.4,34.53038674,1.0,76.52507719,10.9,8.143617021,7.633671694,6.718213923,0.307692308,42.37139064
Harrow Road,E05000635,332.9747253,24100.0,4461,847,499950.0,58030.0,39.5,25.68493151,1.0,65.10905972,7.6,8.024390244,3.013115164,5.71677121,0.408831647,40.32007377
Hyde Park,E05000636,335.5081081,12450.0,4146,414,850000.0,79530.0,54.7,8.490566038,2.0,160.6459513,5.2,7.726860422,8.91098643,7.982478216,0.458459095,21.57811354
Knightsbridge and Belgravia,E05000637,340.6666667,2583.333333,2954,184,3500000.0,176950.0,47.8,0.960307298,0.52625,191.2419094,1.8,7.236111111,69.11155427,6.629948693,0.857547656,11.59793458
Lancaster Gate,E05000638,348.9744186,22000.0,4600,367,895000.0,84280.0,60.8,9.186351706,1.487234043,153.5914042,4.0,7.931034483,8.555572617,7.652652826,0.366917072,22.2515101
Little Venice,E05000639,303.9354839,17750.0,3957,407,870000.0,83230.0,56.5,16.35620173,1.0,72.89272911,5.8,8.165598291,15.44744442,5.644336652,0.559781509,24.33166263
Maida Vale,E05000640,323.337069,17000.0,3801,596,773000.0,77170.0,52.2,19.06158358,1.011649366,68.716963,5.9,7.669642857,27.24380722,5.186926433,0.519419643,21.15754459
Marylebone High Street,E05000641,390.1789474,10350.0,4227,214,1090000.0,103240.0,61.5,9.909165979,1.043518519,326.8292683,2.9,7.921875,6.112984996,7.741554936,0.453367876,13.73304244
Queen's Park,E05000642,314.9472222,20916.66667,4356,1054,545000.0,53520.0,30.3,32.10445469,1.0,53.6380597,9.0,7.538414634,4.423030918,5.040480881,0.429739198,47.98302924
Regent's Park,E05000643,296.6185185,5260.869565,4518,454,942500.0,78810.0,52.2,10.33591731,1.26048951,72.69933689,6.0,7.743429287,62.2256028,5.223717068,0.559141602,16.72073577
St. James's,E05000644,352.8394737,3085.714286,4275,286,1262500.0,90820.0,49.9,15.92568016,0.823201856,1165.187419,4.9,7.974537037,30.71221518,7.596734585,0.420175931,24.47820611
Tachbrook,E05000645,368.0,20375.0,3910,291,715650.0,80420.0,55.1,19.01469317,0.945360825,55.43633763,5.7,7.653520499,32.38580889,6.561638189,0.426432292,19.29520732
Vincent Square,E05000646,326.3586207,14285.71429,4216,476,840000.0,78880.0,53.1,17.31720726,0.805766526,87.46609841,5.6,7.57839963,26.35398562,6.90706942,0.434756938,21.99842995
Warwick,E05000647,310.1636364,15666.66667,4227,287,857250.0,86200.0,58.5,21.00840336,1.0,144.4685915,5.2,8.18598862,4.022371265,7.223790239,0.47880597,19.87839509
Westbourne,E05000648,338.5621849,18214.28571,4064,956,499975.0,53730.0,35.7,34.84427999,1.199655963,75.47169811,8.7,8.0,19.23942824,4.908972264,0.366318148,41.30719801
West End,E05000649,363.128,5300.0,4472,249,1487500.0,95940.0,54.6,11.98465964,0.846718147,1440.156193,4.5,7.731481481,3.861082355,7.983707684,0.408644068,20.57274123
